弹幕内容
湘b陪一瓶
哈哈哈哈哈哈
杀人心不能用情。
海南陪一根红塔山
未成年人禁止喝酒
初三那年没有说出我喜欢你现在想起来好遗憾
开车的，喉咙有点发哽
300万了，杨驰，我对不起你
打电话 啊
对
防雾怎么这么多雾
既然叫遗憾，那就让它过去吧
所爱隔山海，山海皆可平.
BGM秒啊，感情直接起来了
酒驾。。
怎么才过去不到一半时长
河北陪一瓶雪碧
哈哈肯定有变故
陪根云烟
这种事肯定得让他自己上
潍坊陪瓶可乐
一瞬间感觉像uzi
酒驾
拒绝见你，是怕煽了情
宁夏陪一根
一行朱砂到底圈了谁？
去见吧，就当替我见一次
你打的电话你会不知道是我？
m
安徽陪一杯红豆酒酿
陪一根
新A陪一根
鲁f陪一杯
这两条裂缝中间好像两个人的手啊  是不是还是舍不得分开
豫D陪一根
两小时够二十次了
陪一根
卧槽，眼睛进沙子了
为什么不说一句别走
宋小敏 我想再见见你
皖N陪根普皖
湘陪一根芙蓉王
我以为要游过去
圆哥：我TM也不会！！！
湘H陪一根
是诈骗
这条裂缝是两个人关系的裂缝，是把两个人隔开的裂缝
B站推送我 排名一二
盆：你了不起你清高
已经开始笑了
江苏陪一根
狱卒
刀我是吧
不是 你们搁这攻城呢？
谁录的 该砍了 黄线是斜的 忍不了
山东陪一根
陪一根黄山
去喜欢一个不喜欢我的人，是我这辈子做最勇敢的事情
开始笑了
直接就是俩币奉上嘞
我老乡
都是虞城的，就在商丘
哈哈哈哈哈哈哈哈
晋A陪一根
平行永不相交
白利群～
即使追上能怎么样呢？当初解决不了的问题追上人也解决不了
佳木斯陪一根
我以为要游过去呢
至此，已成艺术
三刷
陪一根
一个车能坐下这么多人
拍的最好的一集 
可惜。山海可平。人心不可移
青A陪一根
过去了
喝一个来
为了拍个视频把地上整这么大个缝儿，代价太大了
桂B陪一根白龙
是啊，每个人有每个人的故事
至此已成艺术
遗憾终成遗憾
至此已成艺术
商丘陪一根
我老婆的名字
啊？这不追？
哈
嗯，吓死个人了
CA陪一根
够级（确信）
不像演的
燕子，燕子，没有你我可怎么活呀燕子
哈哈哈哈哈哈哈哈
买卤菜呗
还是睡觉吧
这单纯的愚蠢眼神
竟然是我大菏泽的
有点东西
开电视电话会议
[前方高能]
燕子没有你我怎么活啊
合肥陪一杯吧，同是天涯沦落人
见了不一定好
燕子
缘分
荒诞又真实
准备发请帖
他甚至不舍得说一句滚
此爱隔山海，山海皆可平
天下万般兵刃，唯有过往伤人。
6
爱过
晋城人陪一碗肉丸方便面荷包蛋
窝直捣
菏泽！牛逼！
牛逼！
爱我别走
陪一根棒棒糖
脸上有个蚊子包（狗头）
向前走，不回头
不能见
以前的那个她已经结婚了，还好，我也结了
蚌埠住了
浙L陪一根
陪根玉溪
大铁盆：首先，我没得罪任何人，其次，我没得罪任何人。
泪目
帅！
河南陪一根
晋陪根软云
都在抽啊，那鲁B陪根八度吧。
不错
比很多现在的连续剧好多了写的
写的不错
至此，已成艺术
不是，新头盔有个广告膜，撕了就好了
0.115吨
真正的盼盼已经走远了
为什么这词不是这次我登你两小时？
像是小丽的声音
几年前看圆哥的时候，这个电话中的女的还是女主呢
对，就是这个声音
医院
后来分了
两人之前海一起拍视频呢
是真的呀
广西陪一碗螺吸混
鲁G陪一根老哈德门
见一面发个请帖要个份子钱
中，不孬
我初恋也叫张盼盼。。哈哈
把缝给我和起来
经历过绝望才知道多痛
我有个朋友叫张盼。。。
车走远了。
脸盆:你看你不是闲蛋疼嘛
西双版纳陪一筐折耳根
重庆陪一筐折耳根
保重
不如不见
菏泽！
陪一根白将
遗憾不填满 何以平人生
山东陪一根白将
镜头语言
燕子阿，燕子你别走，你走了我怎么办
遗憾才是世间常态
陪一根
缅北生活现状
吃饭呢 看哭了
陪一杯
给给给  币给你了
桂C陪一根
这不是在等飞机吗
后面哥们有点故事
别去宾馆
哈哈。。。
小曲
陪一杯
太细节了
冀E陪一根
陪一根颜悦
镜破了终究是破了，哪能重圆
桂L陪一根真龙
湘K陪一根芙蓉王
陪一根
渣女
啥时候小圆哥能跟文武两兄弟  把酒论英雄一下
这些哥们好好
陪一支
《六黑》
被蚊子咬个疙瘩哈哈
甘肃陪一根黑兰州
刚刚昨天生日分的手哈哈哈哈哈哈哈大数据卧槽你大爷
至此，已成艺术
大制作
站位细节
陪一根纯净
币拿走
义乌配一根
广东8年3个月 陪一个
牛逼  
至此，已成艺术
啊？前妻？
这是真演还是假演的
你别说话呀
拍的真好
真怕他摔了
只能靠一首歌真的在说我
怕的就是好不容易拿出了勇气，可惜不尽人意
这镜头可以啊，要再配点晚霞还了得
陪一根玉溪
攻城
那还打啥，对谁都不好，该走走……
初见，幻在找你...
山东陪一根白将
陪一根
至此 已成艺术
不行了，三连留不住了
第四遍看
咋现在都改玩电影了呀
刚吃完头孢，陪一瓶蛇花白草水吧
云梯
我也四年，订婚了掰了
这频闪
陪一根小目标
河南商丘的，前面视频有
？
擦，大哥！
盆，危
至此，已成艺术！
至此，已成艺术！
此刻，已成艺术，全体起立！
江苏徐州陪一根
燕子～
666
苏A陪一根
哈哈
张盼盼结婚了
nb
燕子
不像演的
我战友也叫张盼盼
陪一根华贵
成都陪一根格调
兴高采烈
四川陪一根
迫不及待
这变形蚌埠住了
豁然开朗
FBI强攻
群星闪耀
架子：阿米诺斯
一步三回头
干，吓我一跳
扎到心了……
张盼盼唱的
浙D陪一根
想起了我的那个她
初恋叫伍香
圆哥，陪一根
电话有点刻意了
我还以为游过去呢。。
冀A，陪一根烟
陪根十渠
豫东方言
商丘虞城稍岗嘞
至此，已成艺术！！！
湘L陪一个芙子
有毛病吓人一跳
用心
成都陪一根宽窄
燕子
我想你了 但我再也不会去打扰你了 我知道 不合适
快艇调度花了俩小时
蘸糖，点他
燕子
李悦 我还是忘不了你
安徽陪一根
路线已重新规划
我认识牛朌朌
整得我也想起往事了，痛啊
这个女的茶艺真好
现实中女的会更残忍。。
好兄弟
我靠。。真的好久啊。。
一挑五是吧
精彩
南蚌
神TM诺曼底登陆
进度条不简单
艺术啊！
虽然没三连，但是我点赞加关注
“为了不留遗憾的明天”
所爱隔山海，山海皆可平
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈
好家伙
哈哈哈哈哈哈哈哈
能不能不走，不走你养我啊，那你还是走吧，我自己都养不活自己
陪一根华子
分手时，就已经遗憾过了
五个动力小子
皖A陪根金皖
如果还有机会遇到，我一定会表白！xyr！
对应锁屏
对应锁屏
张盼盼还是走了
已经下午两点了
这表情可以啊
燕子
听歌识曲
“燕子！！！”
我认识陈盼盼女士
陪个老雪加老利群
劳资蜀道山
他之后绝对自己会说
守望先锋
团伙作案
全静音 专业
陕西陪一根金卡
这演技 中
哈哈哈哈哈哈哈
陪一根
酒驾啊！！！
币已投，两个！
四年了
牛逼
山东陪一根白将军！
我擦
侯红梅，愿你一生幸福
鲁g配一根细白将
至此，已成艺术！
川F陪一根宽窄
陪一根泰山心悦
整的越来越好了
深圳陪一根莲香
我们终将奔赴各自的人生！！！！
粤X陪一杯
《春泥》
圆润的走开
。。
头盔膜还没撕呢
艺术真的是艺术，泪目啦
至此，已成艺术
成都，陪一根宽窄
所爱隔山海 山海皆可平
贵州3年6个月，陪一根
大结局！撒花 谢幕
牛逼
感谢你特别来信，来见证你的爱情……
我连能让我冲动一次的人都没有
卧槽菏泽的
燕子！
玩笔仙
陪一根
建议酒后24小时不要开车噢
春池雅韵！
陪一根盧山
5块钱老盧山陪一根
遗憾之所以叫遗憾，就是因为只存在于过去且不被更改结局
川崎出动
不好意思，我看成了张粉粉
求这个锁屏壁纸
至此，已成艺术
对喽
嗓子疼我也陪一根
[前方高能]
她转身就走了
我和前女友五年，也是快结婚了，结果……
得有200多斤了吧
我决定关注了
哈哈哈
初恋gmg
吴成萍，我真的好想你
这时候来个车，把撞飞，然后失忆，然后女主留下来照顾，用爱唤醒了他的回忆，然后女主再离开去了远方。接下来园子追去了那种城市，然后雨天邂逅在屋檐下，然后一起回来
真的是艺术，看哭了已经。
果然，名字里有佳伟的都聪明。
泪目了
艺术来临！
地上的裂缝说明一切
袁慧娟
演技可以
BGM-于冬然《其实都没有》
追过，没追上
猛猪冲撞！
摔一下
卧槽
哈哈哈哈哈哈哈哈哈哈哈
哎
六黑
吃的这是啥
你干不干不干干你
？
哈哈哈哈哈哈哈哈
刘方土我也想你
鲁A配一根白将军
不该这样子
艺术成分很高
至此，艺术以成
泪目
这不是小丽吗
豫s陪一根利群
地上的裂痕是断开的 也说明这一次见面 有缘无分
姚嘉佳
其实到这里结束是最完美了
其实这种人还挺烦人的
建议列入北影教材
江苏陪一根
23万关注，20万投币，已经说明一切。
燕子 没有你我怎么活啊
这个人长得好像我前女友啊！
演技可以啊
绝了，兄弟！！！
好家伙！
智囊团
想要头盔
这水咋都焦黄的呢
好家伙 我小名
桂L陪一根
谁没有点遗憾呢？
演技秒杀小鲜肉
好真实啊啊啊啊这反应
燕子……燕子……
川B陪一根
天下万般兵刃，唯有过往伤人最深。
奶奶的  又去我一滴眼泪  无聊不  别更新了
陪一根，红双喜
这他妈不是我们的历史老师是吗？
不要去打扰别人的生活，破防了
骆婷婷，真想再见见你
川A陪一个
谁都有遗憾的，要是没有遗憾就不是人生了
江苏陪一根
酒驾
谁被230的撞过
咋走煽情路线了
仰望你大爷，什么坑人的车
这集没内容啊
这不像啊，风格不像
省流∶对着过去背道而行，再见
燕子？
高科技
我去
买霍希
打电话啊？
园哥：天亮了？
兄弟 此刻这杯酒最珍贵 快把酒满上 我们大声唱好朋友好朋友今晚多欢畅~ 
10000人出来
1000出来
买霍希
上海，陪一瓶望山楂（md临期买一送一还8.8，贵死我了）
园哥右脸是被蚊子咬的吗，好想挠一下
我是张盼盼
陪一根塔山
陪一根天子
我知青山不复在，也知绿水难长流
封神！
这哪个女孩扛得住？！
我养你啊
抱歉  眼镜进沙子了
宁A陪一根
江苏陪一根，虽然是未成年
吓老子一跳
也登岛成功了
我以为要游过去
进度条不对劲
等下！！！酒驾了啊！！！
小学排队跑50米
升华
八年没结成婚
大步向前走
燕砸！燕砸没有你我怎么活啊燕砸！
只有遗憾，永远不会忘记，此事古难全
晋C来一个张盼盼！
辽A陪一根
特喵的，给吓我一跳
牛逼！！！
我靠，圆哥真男人
小梦！
燕子
开车干啥，愣着啊
歪日
不睡了一天酒醒了吗，再说都是剧情怎么可能酒驾，你们有没有脑子啊
福建陪一根  七匹狼
冀T陪一根
别酒驾嘎
哈哈哈还
山西陪一根
陪一根利群
人生难免有遗憾，但是尽量……不要，不要有太多吧。
陪一根黄皖
至此，已成艺术！
至此，已成艺术！
广告呢？？？？？
哈哈哈哈哈哈
至此，已成艺术
关damn
'就算见了又怎样呢'
济南陪一根
紫罗红楼梯
配一根云烟
陪一根大白将
..
赣D陪一根
不抽烟，江苏配一个棒棒糖
至此，已成艺术
冀B。。。。算了未成年
沃尔玛
我养你呀
浙江陪一个根利群
:-(，她说我们的缘分到头了
已经分不清到底是借着剧本说心事还是纯粹剧本了
哈尔滨配一根兰州
好家伙
豫P陪一根帝豪
备马
你挺会运镜的啊！
燕子！
这集让我点了关注
至此，已成艺术！！！！
原本我以为是相连接的裂缝，没想到最后我们还是没有交集
交闪现了
至此，已成艺术
菏泽666
至此已成艺术
别看了，再看又要几十万
不是我们数学老师吗
完了，又要亏几十万
还好不是借钱来的
怎么感觉是借钱来的
23万的粉丝，35万的赞，肯定有很多和我一样只看点赞不关注的
哈哈哈
帅
卧槽，结婚照！
哈哈哈哈
这拍的啥玩意
陪一根
也就这样了，也挺好
不遗憾，离不开的只有习惯…
陪一根南京
pwm调光 不愧是苹果 自适应用户
天下万般兵刃，只有过往伤人最深
这个BGM应景啊
两个币拿走！！！
湖北武汉陪一根
币给了
升华了
遗憾，人生常态
以后又要有个大冤种要被高德地图导航到湖边了
赣州赔一根阿尔卑斯
陪一根利群
陪跟炫赫门！
牛批
哈哈哈哈哈
泪目
曾经再美好可都是曾经了
谁电信诈骗？
歌出来的时候 眼眶就湿了 真的该放手了吧
追小红既视感
拍这么好，记得投币，逼友们
盲猜请吃喜酒要份子钱
md，你别回头啊！
苏c陪一根
天下万般兵刃，唯有过往伤人最深。
河南配一根红旗渠
故事结束了。家伟，头盔借我玩玩
谁没有遗憾？
我养你啊，，，，，，，，，
艺术！这踏马是艺术！
至此…已成艺术
过去的就让他过去吧
闽A陪一碗肉燕
遗憾才是人生常态吧。
牛批666
燕子！
尬
说的真好
陪一根，中华
好奇心害死猫真是
生活生活的遗憾也许不完美，但是必然遗憾
这么能喝
演的挺好
陪一根，红南京
豫 A 陪一根天叶
大卡车 咖压过去了
遗憾就放在过去，现在的我没有遗憾
裴甜甜
玩笔仙
我的青春没有遗憾，李奶奶来敲门，开！！！！！
冀 D 陪一根
湖南陪一根！
泪目
豫A陪一根
宝娟我的眼睛
我哥叫张盼盼
结局应该是在电信诈骗吧
陪一根金南京
河南陪根十渠
白嫖失败
陪一根帝豪
不错，本集当赏。
开新号了？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
渝A/5年9个月陪一根！
一闪而过刚出场就杀青的女主
原神！启动！
大制作
闪现用早了 冷却中
喂！！！
过去发现人跑了（
河南陪一碗胡辣汤
一镜到底
这么一大段 台词？ 
绝了
点赞比粉丝多
每个人都会有那么份意难平吗
抖手细节
陪一根白狼
不像是演的。
这个结尾才是真正的艺术
以为是he还是be了 哪有不遗憾呐这才是真正的结局
看到这儿了，后面不敢看了就当是我想的结局
即使是剧本段子也感动了！
攻城梯
至此，已成艺术
泪目
再来亿遍。
太真实了哈哈哈我们也是这样
四川 陪一根
高中的时候也有个朋友交张盼盼，好久没联系，好怀念啊
至此，已成艺术！
陪一根利群
现在开车就是酒驾呢
酒驾
楼外楼一根 可乐半杯 
哭，也算时间啊
唉，走远了，终究走远了...
有点水平啊这段子
戒烟了 陪一根棒棒糖
正常人会把耳朵藏起来？
果断关注
音乐不好 快跑
我前桌岳亚苏
陪一根
这iPhone这么卡
陪一根
有反转
把我看哭了
真有钱
没耳朵
这就是艺术啊
这文案太棒了
泪目
这币留着有啥用
至此，艺术已成
。
路灯视角嘛
这个地段选得好
圆哥换iPhone15了？
九年说散就散了 
仰望u8！
新A陪一根
这段强行加戏不太好
这不是华启媳妇？
三刷
每个人都有遗憾
陪一根华子
风是自由的，你也是
这频闪
南无阿弥陀佛
时间已经远去，画面中爱你的我，再也追不上回忆
大菏泽牛批
感动到了
陪一根白将
好活
人生总会有遗憾
好肉麻
我焯
我焯，这么好看
我焯
后来，我所有的遗憾，都和你有关
泪目
福建陪一根七匹狼
去
升华
所爱隔山海，山海亦可平
我的遗憾，都和你有关...
冀c陪一根芙蓉王
9分钟大片
遗憾遗憾就习惯
陪一根金丝猴
陪一根车尾气
粤A陪一根五叶神
感动了
该拍桌子
呜呜呜我分手了我也不怪任何人
再陪一根
加油up主，第一次看你视频的时候就觉得你会火
投币了
玉帝陪一根
小岳岳
至此已成艺术
陪一根万宝路
不会最后真是电信诈骗吧
是两条平行线啊！
分析地上线条的作用
右边是魏大勋吗
从未关注一直刷到，今天关注了
再见
艺术
开起船的时候见没见到都不重要了
不像演的
所爱隔山海 山海皆可平
这不是警船那个
安徽陪一根渡江
关注了，
这种行为本来就很惹人烦啊
唉，这个年代，留下还真不是什么好的选择。。。
上链接！
已经开始痛了
伊宁陪一根雪莲
演技真的好
不是裂缝啊，，意思是彼此错过了
两条不交叉的裂缝
粤L陪一根榄菊
吓我一跳
陪一根 利群
这演技炸裂
狠狠给你两个币
结局如果是电信诈骗就完美了
跟宝哥啥时候拍阿，期待中
救命，看哭了
这不酒驾吗
裂痕真绝
贱不贱呐
不像演的
内蒙陪一根
陕西人在甘肃陪一根玉溪
从段子到快手再到抖音再在这里，看到圆哥一步一步走过来的，但是我还是记得我是因为那个票唱视频关注你的，哈哈哈啊哈哈
点题？
事已至此，先睡觉吧
这裂缝选的好啊
凯迪拉克都敢追高铁，你开车追去啊
牌面安排
他还是回到了那条裂缝的后面……
酒驾
喝酒不开车
菏泽？？？
他踏过了那条裂缝 结局会如何呢？
第一次给你的视频点赞，白嫖党败北！
燕子！
MD看哭了
菏泽
要不你别走了？
瞬间感觉泪目
演的真好
去吧，见一面吧
陪一根玉溪
泪目xdm
她，甚至不愿意送你一个4090
泪目了
这个一定要看完 是段子更是生活
进度条不简单
进度条不简单
陪一根白将
至此，已成艺术
还得是圆哥
帅，这头盔
园哥，酒！
深度
艺术成分太高
陪根白将
想起了凯迪拉克追高铁
广东陪一根双喜
圆哥商丘虞城的 现在好像在柘城
我同学叫陈盼盼
湖南陪一根精白
本来挺感动的，这结果…
太牛了
陪一根冬虫夏草
牛逼
豫A陪一根
辽A陪一根华子
应该是，下酒！
圆哥红温了
园：废话！肯定是我嘞！你打嫩的电话
破镜重圆难重原
十年了，我已经忘记她了
所爱隔山海，山海皆可平！
所爱隔山海，山海皆可平！
6，
成都陪一个
人生要学会留白
最后看的我好难受
冀D  不抽烟。陪一瓶啤酒
至此，艺术已成！
2000+出来
陪根塔尖
越来越有内容了！
陪一根
666
理性一点
圆哥手机说开就开啊
来一记扫堂腿
天津陪一根江山
我认识一位叫藏盼盼
麻了
利群杭州
至此，艺术已成
蒙h陪根羊腿
闽A陪一根！
安徽陪一根黄山
陪一根玉溪
第一次见面的地方不会是酒店吧？
完了，忘记第一次在哪见的
还得我大菏泽
感谢初高中陪伴我5年的 高稳。
陪一根
燕子
徐小倩，对不住你，很抱歉打扰了你的生活
所爱隔山海，山海皆可平
陪一根白龙
至此已成艺术
皖N陪一根
哎，初恋手里铃声就是《爱情转移》，至今不知道她对我啥感觉。哎
广东陪一根芙蓉王
陪一根芙蓉王
大圆艺术篇！
你是真的委婉。
洗脚钱赚够。。回家找个老实人
我现在也是 不可控因素 五年了
所谓伊人，天各一方
宾馆？
都给我三连
至此，已成艺术
豫D陪一根
湘A陪一根
蒙太奇
再也追不上年少的自己
于平静处雷霆万钧
皖E陪一根
哈哈哈
苏H陪一根
西安，陪一根长乐
弹幕一堆烟鬼什么时候得肺癌啊
一段六年，一段七年
拿打火机点他
这把尽力局
艺术！！！
广西陪一根真龙
陪根大观园
陪一根
泸州陪一瓶
盼盼！！！没有你我该怎么活啊
yxy……还能再见吗
燕咋，燕咋，没有你俺咋活嘞，燕咋
圆哥一跑，地动山摇
菏泽？
燕子啊，没有你我可怎么活啊燕子，啊啊啊啊啊
晋L陪一根
鲁D陪一根
wocaoniubi
打虚荣呢6黑哈哈哈
遗憾是人生常态，你我又不是什么例外
成本巨大
好帅
哈？
哪能没有遗憾啊
真山
代入感十分强哈哈哈
要是不那么成熟就好了
成年人的世界怎么可能会没有遗憾呢
不回头的人，来这一趟更遗憾
晋M陪一根
所爱隔山海山海亦可平
这个模特一字线，，，很是漂亮……
小红，你别走，小红，你nlb
最好的一集
让瞎子跳海……
只要你一声令下，我们推举你为下一个小杨哥！
陪一口水
不像演的
张盼盼是谁啊！！
陪一根
真像我的一个朋友
理性一点
菏泽
陪一根，不抽烟，吃根辣条
鲁R陪一个
哈哈哈哈，笑死
追出去是对美好过去的肯定，走回来是对彼此未来的尊重
所爱隔山海山海皆可平
一起追啊！
此情度日久，此恨经年深
这里换身衣服捧束花去会不会好一些
遗憾才是人生的常态
辽D陪一杯
李佳桐别回头
帅帅气气
陪一根，陪一杯
我菏泽的船
卧槽，六六六六六六六
燕砸～没有你我了怎么过吧
燕砸～
陪一根  甲天下
太委婉了！
陪一根
不会最后真是电信诈骗吧？
河南 五年多 陪一根
陕A陪一根
我姐叫张盼盼（）
山有路可行，海有舟可渡，难平的是人心。
都别忘了点关注
普皖陪一根
陪一根十渠
看着土味，88
菏泽
